location,size,total_sqft,bath,price,bhk,price_per_sqft
Chandapura,2 BHK,950.0,2.0,51.3,2,5400.0
Kudlu Gate,3 BHK,1656.0,3.0,160.0,3,9661.835748792271
Uttarahalli,2 BHK,1075.0,2.0,93.52,2,8699.53488372093
Harlur,3 BHK,1752.12,3.0,266.0,3,15181.60856562336
Hebbal,8 Bedroom,6000.0,8.0,440.0,8,7333.333333333333
Kaverappa Layout,3 BHK,1540.0,3.0,170.0,3,11038.961038961039
6th Phase JP Nagar,4 Bedroom,600.0,4.0,250.0,4,41666.666666666664
LB Shastri Nagar,1 BHK,665.0,1.0,64.0,1,9624.060150375939
Sector 2 HSR Layout,3 BHK,1665.0,3.0,220.0,3,13213.213213213214
Electronics City Phase 1,2 BHK,1145.0,2.0,108.0,2,9432.314410480349
Whitefield,2 BHK,1185.0,2.0,82.0,2,6919.831223628692
2nd Phase JP Nagar,3 Bedroom,1200.0,3.0,380.0,3,31666.666666666668
Marathahalli,3 BHK,1693.0,3.0,250.0,3,14766.686355581807
Dollars Layout,3 BHK,2456.0,3.0,440.0,3,17915.309446254072
Rajaji Nagar,3 BHK,2559.0,3.0,806.0,3,31496.678389996094
Uttarahalli,2 BHK,1155.0,2.0,81.2,2,7030.30303030303
Divya Unnathi Layout,3 BHK,1610.0,2.0,128.8,3,8000.000000000001
Whitefield,3 Bedroom,1200.0,3.0,113.16,3,9430.0
Anjana Nagar,2 Bedroom,1530.0,2.0,370.0,2,24183.006535947712
EPIP Zone,3 BHK,1709.0,3.0,160.0,3,9362.200117027502
Amruthahalli,4 Bedroom,600.0,4.0,120.0,4,20000.0
Brookefield,8 Bedroom,2700.0,8.0,580.0,8,21481.48148148148
Subramanya Nagar,1 Bedroom,840.0,1.0,300.0,1,35714.28571428572
Gottigere,3 BHK,1400.0,2.0,100.0,3,7142.857142857143
KR Puram,2 BHK,1200.0,2.0,84.0,2,7000.0
Janatha Colony,3 BHK,1439.0,3.0,114.46,3,7954.134815844336
Kasavanhalli,2 BHK,1375.0,2.0,144.0,2,10472.727272727272
BTM 2nd Stage,5 Bedroom,2990.0,5.0,832.0,5,27826.08695652174
Vijayanagar,3 BHK,1200.0,2.0,150.0,3,12500.0
Yelahanka,2 BHK,1315.0,2.0,150.0,2,11406.84410646388
Dommasandra,2 Bedroom,1500.0,2.0,80.0,2,5333.333333333333
Yelahanka,6 Bedroom,3600.0,6.0,400.0,6,11111.111111111111
Vijayanagar,2 BHK,1178.0,2.0,164.0,2,13921.901528013583
Bannerghatta Road,3 BHK,1430.0,3.0,118.0,3,8251.748251748251
Mahadevpura,3 BHK,1400.0,2.0,131.6,3,9400.0
Thanisandra,2 BHK,1093.0,2.0,144.0,2,13174.748398902104
Horamavu Banaswadi,2 BHK,1200.0,2.0,90.0,2,7500.0
Magadi Road,5 Bedroom,5000.0,6.0,720.0,5,14400.0
1st Block Jayanagar,3 BHK,1200.0,2.0,260.0,3,21666.666666666668
Whitefield,3 BHK,2210.0,3.0,312.0,3,14117.64705882353
Uttarahalli,2 BHK,1150.0,2.0,140.0,2,12173.91304347826
Silk Board,3 BHK,1435.0,2.0,120.0,3,8362.369337979095
Mathikere,4 Bedroom,600.0,3.0,200.0,4,33333.333333333336
Whitefield,2 BHK,1173.0,2.0,156.4,2,13333.333333333334
Thanisandra,2 BHK,1140.0,2.0,78.0,2,6842.105263157895
Jakkur Plantation,3 BHK,1717.0,3.0,240.0,3,13977.868375072801
Mallasandra,2 BHK,1325.0,2.0,130.0,2,9811.32075471698
Hoodi,3 BHK,1370.0,3.0,134.0,3,9781.021897810218
Electronics City Phase 1,2 BHK,1025.0,2.0,180.0,2,17560.975609756097
Doddakammanahalli,3 BHK,1409.0,2.0,124.0,3,8800.56777856636
Bellandur,2 BHK,1200.0,2.0,104.0,2,8666.666666666666
Thanisandra,2 BHK,1200.0,2.0,107.0,2,8916.666666666666
Whitefield,3 BHK,1740.0,4.0,260.0,3,14942.528735632184
Hennur Road,2 BHK,1232.0,2.0,176.0,2,14285.714285714286
Chandapura,2 Bedroom,1200.0,2.0,72.0,2,6000.0
Whitefield,4 BHK,5924.0,4.0,1250.0,4,21100.607697501688
Veersandra,2 BHK,1250.0,2.0,100.0,2,8000.0
Munivenkatppa Layout,2 BHK,1475.0,2.0,342.0,2,23186.4406779661
Bommanahalli,4 BHK,2100.0,4.0,170.0,4,8095.238095238095
5th Phase JP Nagar,1 BHK,552.0,1.0,47.0,1,8514.492753623188
Uttarahalli,3 BHK,1065.0,2.0,85.18,3,7998.1220657277
Hennur,3 Bedroom,1000.0,3.0,260.0,3,26000.0
Lakshmipura,2 Bedroom,1225.0,2.0,130.0,2,10612.244897959185
Harsha Layout,1 BHK,650.0,1.0,32.0,1,4923.076923076923
Padmanabhanagar,2 BHK,1067.0,2.0,104.0,2,9746.954076850983
Sarjapur,3 BHK,1364.0,2.0,112.0,3,8211.143695014664
Tata Nagar,3 BHK,1750.0,3.0,150.0,3,8571.42857142857
Bannerghatta Road,2 BHK,1240.0,2.0,142.0,2,11451.612903225807
Hulimavu,2 Bedroom,1200.0,2.0,150.0,2,12500.0
Kaggadasapura,3 BHK,1540.0,3.0,150.0,3,9740.25974025974
Sathya Layout,3 BHK,1504.0,2.0,204.0,3,13563.829787234043
New Thippasandra,2 BHK,1116.0,2.0,99.6,2,8924.731182795698
Hennur Road,3 BHK,2365.0,4.0,350.0,3,14799.154334038056
Sarjapura - Attibele Road,2 BHK,1308.0,2.0,74.0,2,5657.492354740061
Vijayanagar,2 BHK,864.0,2.0,90.0,2,10416.666666666666
Vidyaranyapura,5 Bedroom,1200.0,5.0,278.0,5,23166.666666666668
Hoskote,3 BHK,1069.0,2.0,76.0,3,7109.448082319926
Hebbal,2 BHK,1333.0,2.0,200.0,2,15003.750937734434
Chennammana Kere,4 BHK,1800.0,4.0,290.0,4,16111.111111111111
Devanahalli,4 Bedroom,6136.0,4.0,1100.0,4,17926.98826597132
Thanisandra,3 BHK,1698.0,3.0,214.0,3,12603.062426383982
JP Nagar,3 BHK,1275.0,2.0,87.2,3,6839.21568627451
Raja Rajeshwari Nagar,2 BHK,1060.0,2.0,96.0,2,9056.603773584906
Hennur,2 BHK,1160.0,2.0,98.0,2,8448.275862068966
Sarjapur  Road,3 BHK,1484.0,2.0,130.0,3,8760.10781671159
Hosa Road,3 Bedroom,675.0,3.0,140.0,3,20740.74074074074
BEML Layout,3 Bedroom,1200.0,5.0,650.0,3,54166.666666666664
Hennur Road,2 BHK,1310.0,2.0,132.0,2,10076.335877862595
Vijayanagar,6 Bedroom,1806.0,6.0,740.0,6,40974.52934662237
Shanti Nagar,4 BHK,3000.0,4.0,480.0,4,16000.0
Varthur,3 BHK,2145.0,3.0,330.0,3,15384.615384615385
Marathahalli,3 BHK,1693.0,3.0,250.0,3,14766.686355581807
Jigani,3 BHK,1230.0,3.0,120.0,3,9756.09756097561
Devanahalli,3 Bedroom,1200.0,3.0,290.0,3,24166.666666666668
Bommasandra Industrial Area,3 BHK,1310.0,2.0,75.66,3,5775.572519083969
Tigalarpalya,2 BHK,1150.0,2.0,120.0,2,10434.782608695652
Munnekollal,3 BHK,1385.0,2.0,133.0,3,9602.888086642599
Tumkur Road,2 BHK,1066.0,2.0,105.0,2,9849.906191369606
Thanisandra,3 BHK,2293.0,3.0,160.52,3,7000.436109899695
Tindlu,3 Bedroom,720.0,3.0,162.0,3,22500.0
2nd Block Bel Layout,3 BHK,1625.0,3.0,184.0,3,11323.076923076924
Vittasandra,2 BHK,1246.0,2.0,134.8,2,10818.619582664527
Vijayanagar,4 Bedroom,2100.0,6.0,504.0,4,24000.0
sarjapura main road,4 BHK,2400.0,4.0,500.0,4,20833.333333333332
Raja Rajeshwari Nagar,6 Bedroom,3900.0,6.0,390.0,6,10000.0
7th Phase JP Nagar,2 BHK,1000.0,2.0,141.3,2,14130.000000000002
Nagavarapalya,2 BHK,907.0,2.0,76.0,2,8379.272326350607
Ulsoor,4 Bedroom,3500.0,4.0,276.0,4,7885.714285714285
Varthur,3 BHK,1395.0,2.0,158.0,3,11326.16487455197
Kumbena Agrahara,2 BHK,1180.0,2.0,100.0,2,8474.57627118644
Banaswadi,5 Bedroom,1903.0,6.0,280.0,5,14713.610089332633
Electronic City,2 BHK,1175.0,2.0,94.0,2,8000.0
Coconut Grove Layout,2 BHK,1272.0,2.0,103.0,2,8097.4842767295595
Hiremath Layout,3 BHK,1490.0,2.0,184.0,3,12348.993288590604
Yeshwanthpur,2 BHK,1144.0,2.0,134.0,2,11713.286713286714
Anekal - Hosur Road,4 Bedroom,2400.0,5.0,280.0,4,11666.666666666666
Hormavu,2 BHK,1143.0,2.0,106.0,2,9273.840769903762
Karuna Nagar,3 Bedroom,2500.0,3.0,380.0,3,15200.0
Whitefield,2 BHK,1216.0,2.0,150.0,2,12335.526315789473
Nallurhalli,2 BHK,1044.0,2.0,120.0,2,11494.252873563219
Prithvi Layout,2 BHK,1352.0,3.0,186.0,2,13757.396449704142
Hennur Road,3 BHK,1552.0,3.0,150.0,3,9664.948453608247
Bellandur,3 BHK,1785.0,3.0,240.0,3,13445.378151260504
Pai Layout,2 BHK,810.0,2.0,69.0,2,8518.518518518518
Banashankari Stage V,3 BHK,1650.0,3.0,103.96,3,6300.606060606061
Akshayanagara East,3 BHK,1595.0,3.0,140.78,3,8826.332288401254
Whitefield,2 BHK,1060.0,2.0,70.0,2,6603.773584905661
Babusapalaya,3 BHK,1410.0,2.0,130.0,3,9219.85815602837
Nagarbhavi,3 BHK,1523.0,2.0,112.0,3,7353.906762967827
Kanakpura Road,3 BHK,1591.0,3.0,244.0,3,15336.266499057198
Ashwath Nagar,3 BHK,1640.0,3.0,168.0,3,10243.90243902439
Yelahanka New Town,1 BHK,450.0,1.0,32.0,1,7111.111111111111
Bannerghatta Road,3 BHK,1305.0,2.0,120.0,3,9195.402298850575
Yelahanka,3 BHK,1590.0,3.0,108.0,3,6792.452830188679
Kaggadasapura,2 BHK,1240.0,2.0,90.0,2,7258.064516129032
MCECHS  layout,2 BHK,1200.0,2.0,108.0,2,9000.0
Dodda Nekkundi,2 BHK,1100.0,2.0,82.32,2,7483.636363636363
Koramangala,2 BHK,1180.0,2.0,256.0,2,21694.915254237287
Sarjapur  Road,2 BHK,1115.0,2.0,100.0,2,8968.609865470851
Bisuvanahalli,2 BHK,845.0,2.0,66.0,2,7810.650887573965
4th Block Jayanagar,3 BHK,1567.2,2.0,380.0,3,24247.064828994386
Channasandra,3 BHK,1310.0,2.0,90.0,3,6870.229007633588
Yelahanka,1 Bedroom,26136.0,1.0,300.0,1,1147.842056932966
Jyothi Nagar,2 BHK,959.0,2.0,85.0,2,8863.399374348279
8th Phase JP Nagar,4 BHK,1200.0,4.0,280.0,4,23333.333333333332
Kambipura,2 BHK,883.0,2.0,74.0,2,8380.520951302378
Rachenahalli,2 BHK,1050.0,2.0,111.0,2,10571.42857142857
Yelahanka,2 BHK,1390.0,2.0,140.42,2,10102.158273381294
Kenchenahalli,3 BHK,1280.0,2.0,138.0,3,10781.25
Lingarajapuram,7 Bedroom,1280.0,5.0,300.0,7,23437.5
Yelahanka,3 BHK,1614.0,3.0,190.0,3,11771.995043370509
Kasturi Nagar,2 BHK,1000.0,2.0,116.0,2,11600.0
Marathahalli,2 BHK,1196.0,2.0,115.8,2,9682.27424749164
Sarjapur  Road,3 BHK,1220.0,3.0,114.0,3,9344.262295081968
Ambalipura,2 BHK,950.0,2.0,63.9,2,6726.315789473684
Doddabommasandra,9 BHK,2400.0,8.0,650.0,9,27083.333333333332
Akshaya Vana,2 BHK,1141.0,2.0,110.0,2,9640.666082383874
5th Phase JP Nagar,2 BHK,1200.0,2.0,102.0,2,8500.0
Kasavanhalli,3 BHK,1380.0,2.0,110.0,3,7971.014492753623
Doddathoguru,2 BHK,855.0,2.0,64.0,2,7485.380116959064
Chandapura,1 BHK,645.0,1.0,32.9,1,5100.775193798449
Chandapura,2 BHK,922.0,2.0,72.0,2,7809.110629067245
Nagappa Reddy Layout,2 BHK,1200.0,2.0,86.4,2,7200.0
Nagadevanahalli,3 BHK,1240.0,2.0,130.0,3,10483.870967741936
7th Phase JP Nagar,2 BHK,1070.0,2.0,84.0,2,7850.467289719626
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,150.0,2,11600.92807424594
R.T. Nagar,3 BHK,1380.0,2.0,100.0,3,7246.376811594203
Yelahanka New Town,3 BHK,1599.0,3.0,160.0,3,10006.253908692934
Nehru Nagar,2 BHK,967.0,2.0,82.2,2,8500.517063081696
Silver Springs Layout,3 BHK,1885.0,3.0,180.0,3,9549.071618037135
1st Block Koramangala,2 BHK,860.0,2.0,131.0,2,15232.558139534884
Yelahanka,1 Bedroom,1075.0,1.0,39.0,1,3627.906976744186
Sarjapur  Road,2 BHK,1050.0,2.0,127.0,2,12095.238095238095
Marathahalli,3 BHK,1595.0,3.0,176.0,3,11034.48275862069
Sarjapur  Road,2 BHK,1350.0,2.0,204.0,2,15111.111111111111
Hebbal,2 BHK,1204.0,2.0,90.0,2,7475.0830564784055
Sarjapur  Road,4 BHK,2990.0,4.0,480.0,4,16053.511705685618
Sarjapur  Road,2 BHK,1035.0,2.0,98.0,2,9468.599033816425
ITPL,2 BHK,1000.0,2.0,59.9,2,5990.0
Sarjapur  Road,3 BHK,1457.0,3.0,170.0,3,11667.810569663692
Haralur Road,2 BHK,1194.0,2.0,94.0,2,7872.696817420436
Bannerghatta,2 BHK,1100.0,2.0,132.0,2,12000.0
Whitefield,3 BHK,1655.0,3.0,240.0,3,14501.510574018126
Kanakpura Road,3 BHK,1691.2,3.0,230.0,3,13599.810785241249
Ramagondanahalli,2 BHK,1215.0,2.0,92.2,2,7588.477366255144
Kanakpura Road,2 BHK,1155.0,2.0,100.25,2,8679.65367965368
Hoodi,3 BHK,1639.0,3.0,258.0,3,15741.30567419158
Sarjapur  Road,3 BHK,1685.0,3.0,270.0,3,16023.73887240356
Kaveri Nagar,5 Bedroom,1008.0,4.0,360.0,5,35714.28571428572
Hormavu,2 BHK,1100.0,2.0,76.0,2,6909.090909090909
Marathahalli,3 BHK,2122.0,3.0,250.0,3,11781.3383600377
Vasanthapura,2 BHK,1050.0,2.0,94.0,2,8952.380952380952
Kengeri,2 BHK,1230.0,2.0,90.0,2,7317.073170731707
5th Phase JP Nagar,3 BHK,1240.0,3.0,120.0,3,9677.41935483871
Electronic City Phase II,3 BHK,1252.0,2.0,130.0,3,10383.38658146965
Canara Bank Colony,3 BHK,1374.0,2.0,176.0,3,12809.315866084426
8th Phase JP Nagar,1 BHK,500.0,1.0,60.0,1,12000.0
Arekere,8 Bedroom,1200.0,8.0,450.0,8,37500.0
Hebbal,3 BHK,1355.0,3.0,167.74,3,12379.335793357934
Banashankari,2 BHK,1040.0,2.0,90.0,2,8653.846153846154
Sarjapur  Road,2 BHK,1350.0,2.0,136.0,2,10074.074074074075
Whitefield,4 BHK,4003.0,6.0,600.0,4,14988.758431176617
Hennur,3 BHK,2400.0,3.0,270.0,3,11250.0
Haralur Road,3 BHK,1560.0,3.0,180.0,3,11538.461538461539
Anandapura,2 BHK,1151.0,2.0,86.32,2,7499.565595134665
Uttarahalli,3 BHK,1360.0,2.0,95.18,3,6998.529411764706
Crimson Layout,2 BHK,1250.0,2.0,120.0,2,9600.0
Chandapura,3 BHK,1110.0,2.0,59.94,3,5400.0
Hennur Road,2 BHK,1015.0,2.0,100.0,2,9852.216748768473
Kadugodi,3 BHK,1351.0,2.0,156.0,3,11547.00222057735
Yelahanka New Town,2 BHK,960.0,2.0,100.0,2,10416.666666666666
Virat Nagar,2 BHK,1110.0,2.0,104.0,2,9369.36936936937
R.T. Nagar,3 BHK,1680.0,3.0,144.0,3,8571.42857142857
Arekere,3 Bedroom,2400.0,3.0,360.0,3,15000.0
Yemlur,4 Bedroom,11000.0,5.0,4000.0,4,36363.63636363636
Ramamurthy Nagar Extension,3 BHK,1350.0,3.0,97.2,3,7200.0
Horamavu Banaswadi,2 BHK,1254.0,2.0,94.0,2,7496.012759170654
Haralur Road,3 BHK,1255.0,3.0,230.0,3,18326.693227091633
CV Raman Nagar,2 BHK,1051.0,2.0,122.0,2,11607.992388201712
"2nd phase jp nagar, jp nagar",3 Bedroom,1200.0,3.0,410.0,3,34166.666666666664
Uttarahalli,2 BHK,1099.0,2.0,130.0,2,11828.935395814377
Hebbal,3 BHK,2650.0,4.0,398.0,3,15018.867924528302
Mathikere Extension,4 Bedroom,2000.0,2.0,320.0,4,16000.0
Yeshwanthpur,2 BHK,1541.0,2.0,260.0,2,16872.160934458145
Sarjapur  Road,3 Bedroom,1200.0,3.0,140.0,3,11666.666666666666
Whitefield,2 BHK,1125.0,2.0,90.0,2,8000.0
Vittasandra,3 BHK,1650.0,3.0,170.0,3,10303.030303030304
Ashwini layout,1 BHK,834.0,1.0,124.0,1,14868.10551558753
Gollarapalya Hosahalli,3 BHK,1320.0,3.0,120.0,3,9090.90909090909
Malleshpalya,3 Bedroom,1200.0,3.0,298.0,3,24833.333333333332
Indra Nagar,8 Bedroom,1000.0,7.0,320.0,8,32000.0
Mysore Road,3 BHK,1500.0,3.0,148.0,3,9866.666666666666
Whitefield,4 Bedroom,4400.0,5.0,1000.0,4,22727.272727272728
Moodalapalya,1 Bedroom,600.0,1.0,104.0,1,17333.333333333332
Whitefield,2 BHK,1180.0,2.0,140.0,2,11864.406779661016
Kadugodi,2 BHK,1010.0,2.0,100.0,2,9900.990099009901
Channasandra,2 BHK,1070.0,2.0,76.0,2,7102.803738317757
Choodasandra,3 BHK,1580.0,3.0,210.0,3,13291.139240506329
BEML Layout 5th Stage,4 Bedroom,1200.0,5.0,650.0,4,54166.666666666664
Green Glen Layout,3 BHK,2000.0,3.0,330.0,3,16500.0
Iblur Village,3 BHK,1920.0,3.0,260.0,3,13541.666666666666
Sanjay nagar,3 BHK,1200.0,2.0,152.0,3,12666.666666666666
Kalena Agrahara,2 BHK,1040.0,2.0,90.0,2,8653.846153846154
Hulimavu,3 BHK,1430.0,2.0,180.0,3,12587.412587412588
Uttarahalli,3 BHK,1215.0,2.0,105.7,3,8699.588477366255
Domlur,1 BHK,650.0,1.0,140.0,1,21538.46153846154
Thanisandra,3 BHK,1564.0,3.0,210.0,3,13427.109974424553
Manonarayanapalya,3 Bedroom,800.0,2.0,104.0,3,13000.0
Hormavu,2 Bedroom,750.0,2.0,116.0,2,15466.666666666666
Kasavanhalli,2 BHK,1200.0,2.0,120.0,2,10000.0
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,97.58,2,8650.709219858156
Begur Road,2 BHK,1200.0,2.0,88.8,2,7400.0
Cholanayakanahalli,4 BHK,2000.0,4.0,270.0,4,13500.0
Jakkur Plantation,3 BHK,2750.0,3.0,520.0,3,18909.090909090908
4th T block Jayanagar,4 Bedroom,2400.0,4.0,960.0,4,40000.0
Yelahanka,3 BHK,1650.0,3.0,210.0,3,12727.272727272728
1st Block Jayanagar,2 BHK,1235.0,2.0,296.0,2,23967.611336032387
Yelahanka,2 BHK,1200.0,2.0,110.0,2,9166.666666666666
M V Extenstion,6 BHK,900.0,5.0,200.0,6,22222.222222222223
Kengeri Satellite Town,2 BHK,985.0,2.0,84.0,2,8527.918781725888
Ramagondanahalli,3 BHK,1475.0,2.0,126.0,3,8542.372881355932
Hebbal,3 BHK,3450.0,5.0,696.0,3,20173.91304347826
Sarjapur  Road,3 BHK,1157.0,2.0,107.98,3,9332.757130509939
Canara Bank Colony,2 BHK,900.0,2.0,70.0,2,7777.777777777777
Gottigere,4 Bedroom,2500.0,3.0,240.0,4,9600.0
GM Palaya,2 BHK,1030.0,2.0,120.0,2,11650.485436893205
Kamdhenu Nagar,2 BHK,1000.0,2.0,92.0,2,9200.0
Sarjapur  Road,4 Bedroom,3800.0,3.0,650.0,4,17105.263157894737
Kasavanhalli,4 Bedroom,4260.0,4.0,666.0,4,15633.802816901409
Brookefield,5 Bedroom,1950.0,6.0,350.0,5,17948.71794871795
Kudlu,3 BHK,1570.0,2.0,131.88,3,8400.0
Kanakapura,2 BHK,1283.0,2.0,136.0,2,10600.155884645363
Electronic City Phase II,3 BHK,875.0,2.0,80.0,3,9142.857142857143
Vinayaka Nagar,2 BHK,1200.0,2.0,104.0,2,8666.666666666666
HAL 2nd Stage,3 Bedroom,2700.0,3.0,1000.0,3,37037.03703703704
Konanakunte,3 Bedroom,2400.0,2.0,360.0,3,15000.0
Kathriguppe,3 BHK,1250.0,2.0,137.5,3,11000.0
Old Madras Road,4 BHK,3630.0,6.0,392.0,4,10798.898071625345
Yelahanka,2 BHK,990.0,2.0,75.24,2,7599.999999999999
Panathur,2 BHK,1199.0,2.0,170.0,2,14178.482068390325
Brindavan Nagar,2 BHK,1280.0,2.0,180.0,2,14062.5
1st Block Jayanagar,4 BHK,2750.0,4.0,826.0,4,30036.363636363636
Reliaable Tranquil Layout,2 BHK,1190.0,2.0,110.0,2,9243.697478991597
Yelachenahalli,2 BHK,1100.0,2.0,120.0,2,10909.09090909091
RMV,3 BHK,2075.0,3.0,350.0,3,16867.469879518074
Harlur,2 BHK,1133.0,2.0,110.0,2,9708.73786407767
Somasundara Palya,4 BHK,2400.0,3.0,280.0,4,11666.666666666666
Whitefield,2 BHK,1280.0,2.0,138.0,2,10781.25
Horamavu Agara,3 BHK,1250.0,3.0,130.0,3,10400.0
Begur Road,3 BHK,1565.0,2.0,98.6,3,6300.319488817891
Pattanagere,3 BHK,1900.0,3.0,130.0,3,6842.105263157895
Munnekollal,2 BHK,1080.0,2.0,90.0,2,8333.333333333334
Battarahalli,1 BHK,600.0,1.0,94.0,1,15666.666666666666
Himagiri Meadows,3 Bedroom,1240.0,4.0,360.0,3,29032.25806451613
HRBR Layout,3 BHK,1335.0,2.0,174.0,3,13033.707865168539
Vittasandra,2 BHK,1246.0,2.0,134.6,2,10802.568218298555
Sarjapur  Road,3 BHK,1385.0,3.0,110.0,3,7942.2382671480145
Govindpura,3 BHK,1578.0,3.0,147.8,3,9366.286438529785
HSR Layout,2 BHK,1140.0,2.0,92.0,2,8070.175438596491
Sarjapur  Road,3 BHK,1700.0,3.0,159.8,3,9400.000000000002
Ganganahalli,4 Bedroom,1050.0,4.0,180.0,4,17142.85714285714
Vidyaranyapura,2 BHK,1120.0,2.0,140.0,2,12500.0
Electronic City,1 BHK,435.0,1.0,44.0,1,10114.942528735632
Magadi Road,2 BHK,1116.0,2.0,103.78,2,9299.283154121864
Old Madras Road,3 BHK,1480.0,3.0,190.0,3,12837.837837837838
Hormavu,2 BHK,1000.0,2.0,100.0,2,10000.0
HSR Layout,2 BHK,1145.0,2.0,92.0,2,8034.934497816594
Bommasandra,2 BHK,800.0,1.0,64.0,2,8000.0
Thanisandra,2 BHK,1265.0,2.0,166.0,2,13122.529644268774
Devanahalli,3 BHK,1700.0,3.0,176.4,3,10376.470588235294
Narayanappa Garden,2 BHK,1475.0,2.0,140.0,2,9491.525423728814
BTM 2nd Stage,2 BHK,1265.0,2.0,110.0,2,8695.652173913044
Anandapura,2 Bedroom,1200.0,2.0,116.0,2,9666.666666666666
1st Phase JP Nagar,3 BHK,2180.0,3.0,420.0,3,19266.05504587156
Brookefield,2 BHK,1080.0,2.0,100.0,2,9259.25925925926
Whitefield,3 BHK,2023.0,4.0,260.0,3,12852.199703410775
Hanumantha Nagar,2 BHK,2400.0,2.0,250.0,2,10416.666666666666
Kadubeesanahalli,3 BHK,1545.0,2.0,132.0,3,8543.68932038835
Kalena Agrahara,3 BHK,1804.0,3.0,332.0,3,18403.547671840355
3rd Block Hrbr Layout,2 Bedroom,1200.0,2.0,400.0,2,33333.333333333336
6th Phase JP Nagar,3 BHK,1350.0,2.0,116.0,3,8592.592592592593
Hoodi,2 BHK,1108.0,2.0,148.46,2,13398.916967509025
Marathahalli,3 BHK,1730.0,3.0,230.0,3,13294.797687861272
RWF West Colony,3 BHK,1427.0,2.0,140.0,3,9810.791871058163
Yelahanka,2 BHK,935.0,2.0,71.06,2,7600.0
Sarjapura - Attibele Road,2 BHK,1073.0,2.0,63.54,2,5921.714818266542
Ananth Nagar,2 BHK,960.0,2.0,74.0,2,7708.333333333333
Thigalarapalya,3 BHK,2215.0,4.0,300.0,3,13544.018058690745
Electronic City Phase II,2 BHK,1125.0,2.0,64.98,2,5776.0
Brookefield,2 BHK,1230.0,2.0,110.0,2,8943.08943089431
Mahadevpura,2 BHK,1438.0,2.0,178.0,2,12378.303198887343
7th Phase JP Nagar,2 BHK,1080.0,2.0,150.0,2,13888.888888888889
Hebbal Kempapura,3 Bedroom,1200.0,3.0,250.0,3,20833.333333333332
Marathahalli,2 Bedroom,1200.0,1.0,206.0,2,17166.666666666668
Uttarahalli,3 BHK,1590.0,3.0,116.0,3,7295.597484276729
Seetharampalya,3 BHK,1350.0,3.0,136.0,3,10074.074074074075
Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,96.0,3,6857.142857142857
Kaggadasapura,3 BHK,1560.0,2.0,144.0,3,9230.76923076923
Mallasandra,4 BHK,1810.0,3.0,114.0,4,6298.342541436464
Kanaka Nagar,3 BHK,2274.24,4.0,320.0,3,14070.634585619813
Sonnenahalli,3 BHK,1484.0,3.0,148.36,3,9997.304582210243
Indira Nagar,3 BHK,1650.0,3.0,440.0,3,26666.666666666668
Stage-4 Bommanahalli,3 BHK,1455.0,2.0,110.0,3,7560.137457044673
Thanisandra,3 BHK,2280.0,4.0,368.0,3,16140.350877192983
Rest House Road,5 BHK,4900.0,5.0,1960.0,5,40000.0
Frazer Town,3 BHK,2079.0,3.0,440.0,3,21164.021164021164
Bharathi Nagar,2 BHK,1351.0,2.0,148.0,2,10954.848260547742
Kanakpura Road,3 BHK,1223.0,2.0,85.62,3,7000.817661488144
KR Puram,3 BHK,1430.0,2.0,122.0,3,8531.468531468532
Whitefield,4 Bedroom,3589.0,5.0,800.0,4,22290.331568682082
Electronic City Phase II,3 BHK,1310.0,2.0,75.66,3,5775.572519083969
Channasandra,4 Bedroom,1800.0,4.0,600.0,4,33333.333333333336
Giri Nagar,4 Bedroom,1120.0,4.0,350.0,4,31250.0
Sarjapur  Road,2 BHK,984.0,2.0,110.0,2,11178.861788617885
Jalahalli,3 BHK,1770.0,3.0,200.0,3,11299.435028248588
Immadihalli,2 Bedroom,900.0,3.0,210.0,2,23333.333333333332
Ramamurthy Nagar,5 Bedroom,1350.0,5.0,240.0,5,17777.777777777777
Bhoganhalli,2 BHK,1447.0,2.0,151.94,2,10500.345542501727
Margondanahalli,2 Bedroom,1140.0,2.0,120.0,2,10526.315789473685
Bommanahalli,2 BHK,1170.0,2.0,68.0,2,5811.965811965812
Poorna Pragna Layout,2 BHK,1160.0,2.0,92.78,2,7998.275862068966
Kanakpura Road,2 BHK,1296.0,2.0,178.0,2,13734.567901234568
Kempapura,3 BHK,1570.0,3.0,160.0,3,10191.082802547771
Nagappa Reddy Layout,3 BHK,1495.0,2.0,130.0,3,8695.652173913044
Hoodi,3 BHK,1530.0,2.0,134.0,3,8758.169934640522
Rajaji Nagar,5 Bedroom,900.0,4.0,280.0,5,31111.11111111111
Gunjur,3 BHK,1800.0,3.0,140.0,3,7777.777777777777
Bellandur,2 BHK,1088.0,2.0,96.0,2,8823.529411764706
Hosa Road,3 BHK,1533.0,3.0,196.36,3,12808.871493803
Rachenahalli,2 BHK,1100.0,2.0,136.0,2,12363.636363636364
Thubarahalli,3 BHK,1540.0,3.0,180.0,3,11688.311688311689
Hebbal,2 BHK,1244.0,3.0,96.0,2,7717.041800643086
Hosa Road,2 BHK,1040.0,2.0,137.18,2,13190.384615384615
Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,1034.0,6.0,202.0,6,19535.783365570598
